Sia;Cheap Thrills;0.628;0.698;0.0;0.0;1.78822566E9
Sia;Genius (feat. Sia, Diplo, and Labrinth);0.603;0.615;0.0;0.0;3.31492352E8
Sia;Elastic Heart;0.421;0.791;0.0;0.0;1.26126374E9
Sia;Unstoppable - R3HAB Remix;0.678;0.744;0.0;0.0;1298279.0
Sia;Del Mar;0.759;0.636;0.0;0.0;1.06746352E8
Sia;Santa's Coming for Us;0.547;0.814;0.0;0.0;5.0685968E7
Fleetwood Mac;Dreams - 2004 Remaster;0.828;0.492;0.0;0.0;4.1698012E7
Fleetwood Mac;The Chain - 2004 Remaster;0.545;0.67;450.355;0.0;6.316834E7
Fleetwood Mac;Everywhere - 2017 Remaster;0.73;0.487;377.755;0.0;5.324852E7
Fleetwood Mac;Go Your Own Way - 2004 Remaster;0.583;0.947;0.0;0.0;5109177.0
Fleetwood Mac;Landslide;0.414;0.161;0.0;0.0;7.6081768E7
Fleetwood Mac;Don't Stop - 2004 Remaster;0.671;0.71;322.245;0.0;5410145.0
Fleetwood Mac;Little Lies - 2017 Remaster;0.64;0.649;0.0;0.0;4.92924E7
Fleetwood Mac;Rhiannon;0.723;0.49;0.0;0.0;8490005.0
Fleetwood Mac;Gypsy;0.622;0.54;0.0;0.0;8.1512368E7
Fleetwood Mac;Never Going Back Again - 2004 Remaster;0.654;0.336;2.24;0.0;2246595.0
ABBA;Dancing Queen;0.543;0.87;3.84;0.0;6.7972141E8
ABBA;Gimme! Gimme! Gimme! (A Man After Midnight);0.749;0.491;0.0;0.0;3.61288128E8
ABBA;Mamma Mia;0.749;0.748;355.445;0.0;2.72724832E8
ABBA;Angeleyes;0.719;0.922;0.0;0.0;7540645.0
ABBA;The Winner Takes It All;0.454;0.788;4.912;0.0;1.15380256E8
ABBA;Take A Chance On Me;0.684;0.675;406.555;0.0;1.42034496E8
ABBA;Lay All Your Love On Me;0.678;0.727;457.445;0.0;2968673.0
ABBA;Waterloo;0.445;0.949;2.816;0.0;7.733944E7
ABBA;Chiquitita;0.5;0.554;0.0;0.0;2.19881776E8
ABBA;Super Trouper;0.764;0.626;0.0;0.0;9.0572904E7
Frank Sinatra;Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet);0.652;0.259;0.0;0.0;1.3683856E7
Frank Sinatra;Have Yourself A Merry Little Christmas - Remastered 1999;0.262;0.137;0.0;0.0;6422826.0
Frank Sinatra;Jingle Bells - Remastered 1999;0.512;0.339;201.155;0.0;1.5255986E7
Frank Sinatra;My Way;0.401;0.381;0.0;0.0;4.0356496E7
Frank Sinatra;Somethin' Stupid;0.257;0.338;0.0;0.0;420791.0
Frank Sinatra;Santa Claus Is Comin' to Town;0.646;0.204;0.0;0.0;1679701.0
Frank Sinatra;Fly Me To The Moon (In Other Words);0.668;0.26;2.45;0.0;1.35669952E8
Frank Sinatra;Strangers In The Night;0.259;0.473;0.0;0.0;1.4266051E7
Frank Sinatra;That's Life;0.56;0.434;0.0;0.0;4.5558716E7
Frank Sinatra;Silent Night - 1999 Remaster;0.252;0.118;0.0;0.0;43026.0
Tiësto;10:35;0.696;0.793;0.0;0.0;1.2850997E7
Tiësto;The Motto;0.754;0.763;0.0;0.0;1.2425568E8
Tiësto;Don't Be Shy;0.77;0.787;0.0;0.0;3.2990128E8
Tiësto;Lay Low;0.534;0.855;0.0;0.0;2192535.0
Tiësto;The Business;0.798;0.62;0.0;0.0;2.36818704E8
Tiësto;Hot In It;0.748;0.841;0.0;0.0;5891427.0
Tiësto;Pump It Louder;0.66;0.942;264.285;0.0;2099152.0
Tiësto;Another Love - Tiësto Remix;0.79;0.764;0.0;0.0;2182357.0
Tiësto;Baila Conmigo;0.652;0.855;24.375;0.0;2087256.0
Tiësto;Jackie Chan;0.747;0.833;3.596;0.0;5.2275236E7
Elton John;Cold Heart - PNAU Remix;0.795;0.8;0.0;0.0;3.9690928E8
Elton John;I'm Still Standing;0.504;0.904;0.0;0.0;1.70453552E8
Elton John;Hold Me Closer;0.658;0.783;0.0;0.0;1.518151E7
Elton John;Rocket Man (I Think It's Going To Be A Long, Long Time);0.601;0.532;469.355;0.0;1.29299712E8
Elton John;Your Song;0.554;0.315;0.0;0.0;1591571.0
Elton John;Don't Go Breaking My Heart;0.729;0.844;0.0;0.0;8.708636E7
Elton John;Tiny Dancer;0.414;0.428;0.0;0.0;1.55579488E8
Elton John;Step Into Christmas;0.526;0.925;45.399;0.0;1.9096844E7
Elton John;Goodbye Yellow Brick Road - Remastered 2014;0.559;0.473;0.0;0.0;1.7035966E7
Elton John;Merry Christmas;0.594;0.935;0.0;0.0;5.7457812E7
JAY-Z;Ni**as In Paris;0.789;0.858;365.555;0.0;3.74189696E8
JAY-Z;Empire State Of Mind;0.491;0.956;0.0;0.0;9.5231584E7
JAY-Z;Numb / Encore;0.687;0.793;0.0;0.0;4.7752492E7
JAY-Z;Run This Town;0.632;0.924;0.0;0.0;1.7001976E7
JAY-Z;No Church In The Wild;0.654;0.75;0.0;0.0;1.069532E8
JAY-Z;04:44;0.261;0.852;474.155;0.0;2.5189646E7
JAY-Z;03' Bonnie & Clyde;0.759;0.678;3.426;0.0;2.2824654E7
JAY-Z;Otis;0.754;0.631;0.0;0.0;2.24971056E8
JAY-Z;Gotta Have It;0.74;0.574;0.0;0.0;681129.0
JAY-Z;Love All (with JAY-Z);0.73;0.576;0.0;0.0;7101653.0
21 Savage;Creepin' (with The Weeknd & 21 Savage);0.715;0.62;3.692;0.0;1.7011354E7
21 Savage;Rich Flex;0.561;0.52;0.0;0.0;3926832.0
21 Savage;Jimmy Cooks (feat. 21 Savage);0.529;0.673;0.0;0.0;1.2454143E7
21 Savage;Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage];0.671;0.658;0.0;0.0;5384334.0
21 Savage;Pussy & Millions (feat. Travis Scott);0.749;0.63;0.0;0.0;2.4885008E7
