Artist;Track;Album;Album_type;Danceability;Energy;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_min;Title;Channel;Views;Likes;Comments;Licensed;official_video;Stream;EnergyLiveness;most_playedon;;;
Britney Spears;If U Seek Amy;Circus (Deluxe Version);album;717;587;-7296;0.0339;0.0192;0.0;0.0523;544;129954;3.6086666666666667;Britney Spears - If U Seek Amy (Official HD Video);BritneySpearsVEVO;127036180.0;802449.0;42897.0;True;True;145511234.0;11.223709369024856;Spotify;;;
Farruko;Pepas;La 167;album;762;766;-3955;0.0343;0.00776;6.98e-05;128;442;130001;4.785333333333333;Farruko - Pepas (Official Video);FARRUKOVEVO;518925108.0;4581525.0;91974.0;True;True;1174282383.0;5.984375;Spotify;;;
Farruko;Diles;Diles;single;813;0.56;-5904;0.0618;108;0.0;268;287;118033;4.76735;Diles - Bad Bunny, Ozuna, Farruko, Arcangel, �engo Flow;Hear This Music;986386304.0;3786939.0;81763.0;True;True;628424773.0;2.0895522388059704;Youtube;;;
Farruko;Si Se Da - Remix;Si Se da Remix;single;817;672;-5612;299;441;0.0;0.13;774;93999;5.537333333333334;Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial);Myke Towers;1202913849.0;3283909.0;54002.0;False;True;396374422.0;5.1692307692307695;Youtube;;;
Farruko;Fantasias;Fantasias;single;879;703;-4219;0.0701;143;0.0;0.0569;788;94004;3.328516666666667;Rauw Alejandro ? Farruko - Fantas�as (Video Oficial);Rauw Alejandro;567182812.0;2193036.0;30404.0;True;True;569523901.0;12.355008787346222;Spotify;;;
Farruko;Calma - Remix;MUNAY;album;826;764;-4341;0.0522;337;0.0;161;761;126.9;3.96045;Pedro Cap�, Farruko - Calma (Remix - Official Video);capoVEVO;2661002503.0;12824730.0;365438.0;True;True;1048932845.0;4.745341614906832;Youtube;;;
Farruko;On My Way;World Of Walker;album;522;697;-5288;103;0.0291;0.0;319;235;169775;3.23265;Alan Walker, Sabrina Carpenter & Farruko  - On My Way;Alan Walker;496745873.0;9294232.0;318569.0;True;True;529555988.0;2.184952978056426;Spotify;;;
Farruko;Si Me Dices Que S�;Si Me Dices Que S�;single;578;634;-5979;333;0.00473;0.0;132;216;183.89;3.5275333333333334;Reik, Farruko, Camilo - Si Me Dices Que S�;reikVEVO;129179970.0;897239.0;13226.0;True;True;290126900.0;4.803030303030303;Spotify;;;
Farruko;Passion Whine;Farruko Presents Los Menores;album;756;689;-3.87;0.0648;327;0.0;0.0586;782;162006;3.5552;Farruko - Passion Whine ft. Sean Paul (Official Video);FARRUKOVEVO;528082104.0;1592808.0;25210.0;True;True;195678858.0;11.75767918088737;Youtube;;;
Farruko;Color Esperanza 2020;Color Esperanza 2020;single;591;785;-7768;161;161;0.0;126;785;106002;3.625783333333333;Color Esperanza 2020 - Various Artists (Official Video);Latin Waves;24706293.0;557112.0;17598.0;False;False;89466323.0;6.23015873015873;Spotify;;;
Farruko;Patio de la C�rcel - Tangos;Quej�os de un Maleante;album;788;814;-3822;217;562;0.0;208;665;97982;3.3683;Omar Montes, Farruko - Patio de la C�rcel (Tangos - Official Video);OmarMontesVEVO;10487689.0;86026.0;1945.0;True;True;13182610.0;3.9134615384615383;Spotify;;;
Wisin & Yandel;Besos Moja2;La �ltima Misi�n;album;736;727;-4642;0.0571;0.0584;1.91e-06;0.0976;644;94048;3.81775;0;0;0.0;0.0;0.0;0;0;164335543.0;7.448770491803278;Spotify;;;
Wisin & Yandel;Mayor Que Usted;Mayor Que Usted;single;625;839;-4824;0.0927;0.00762;2.35e-05;464;771;184.08;3892;0;0;0.0;0.0;0.0;0;0;87208105.0;1.8081896551724137;Spotify;;;
Wisin & Yandel;Vapor;La �ltima Misi�n;album;803;779;-4449;0.0694;66;2.23e-05;111;317;94009;3.4815833333333335;0;0;0.0;0.0;0.0;0;0;32687696.0;7.018018018018018;Spotify;;;
Wisin & Yandel;Si Te Pillo;Si Te Pillo;single;687;781;-4657;0.0944;166;4.32e-06;255;655;180.1;3.6620166666666667;0;0;0.0;0.0;0.0;0;0;9342135.0;3.062745098039216;Spotify;;;
Wisin & Yandel;Noche De Entierro;Mas Flow - Los Benjamins;album;868;764;-6574;167;119;0.00143;0.0918;397;96994;4.388216666666667;0;0;0.0;0.0;0.0;0;0;139147141.0;8.322440087145969;Spotify;;;
Wisin & Yandel;Algo Me Gusta De Ti;L�deres;album;627;768;-5296;0.0325;0.00291;0.0;0.0598;237;127953;4.58245;0;0;0.0;0.0;0.0;0;0;41489345.0;12.842809364548495;Spotify;;;
Wisin & Yandel;Noche De Sexo;Pa'l Mundo;album;686;722;-5.4;256;108;0.0;494;515;94006;3.42845;0;0;0.0;0.0;0.0;0;0;218642391.0;1.4615384615384615;Spotify;;;
Wisin & Yandel;Sexy Movimiento;"Wisin Vs Yandel ""Los Extraterrestres""";album;815;757;-6.16;39;382;3.28e-06;147;734;104986;3.494666666666667;0;0;0.0;0.0;0.0;0;0;174187402.0;5.149659863945579;Spotify;;;
Wisin & Yandel;Si Supieras;Si Supieras;single;691;894;-1681;115;291;0.0;104;623;184019;4.031333333333333;0;0;0.0;0.0;0.0;0;0;255001593.0;8.596153846153847;Spotify;;;
Disney;"All I Want - From ""High School Musical: The Musical: The Series""";"All I Want (From ""High School Musical: The Musical: The Series"")";single;376;0.43;-6585;0.0328;0.0902;0.0;0.0912;129;77599;2.9553833333333333;Olivia Rodrigo - All I Want (From HSMTMTS | Alternate Video | Disney+);DisneyMusicVEVO;20369344.0;462099.0;6079.0;True;True;528853212.0;4.714912280701754;Spotify;;;
Disney;I'll Make a Man Out of You;Mulan (Original Soundtrack);compilation;672;322;-17669;0.0339;144;2.96e-05;74;496;113852;3.3613333333333335;Mulan | I'll Make A Man Out Of You | Disney Sing-Along;Disney;154690126.0;807784.0;0.0;True;True;266083896.0;4.351351351351352;Spotify;;;
Disney;Part of Your World;The Little Mermaid Special Edition;album;274;144;-14516;0.0482;0.92;0.000388;0.29;302;61551;3.2582166666666668;"Jodi Benson - Part of Your World (Official Video From ""The Little Mermaid"")";DisneyMusicVEVO;239113558.0;801663.0;0.0;True;True;205824087.0;0.496551724137931;Youtube;;;
Disney;If Only;Descendants (Original TV Movie Soundtrack);compilation;477;0.6;-5652;0.0324;271;0.0;112;0.29;152062;3.830216666666667;Dove Cameron - If Only (from Descendants) (Official Video);DisneyMusicVEVO;228093498.0;1681967.0;72180.0;True;True;121359658.0;5.357142857142857;Youtube;;;
Disney;Under the Sea;The Little Mermaid Special Edition;album;511;475;-14667;161;708;0.0;105;819;98957;3.25245;The Little Mermaid - Under the Sea (from The Little Mermaid) (Official Video);DisneyMusicVEVO;320120240.0;722050.0;0.0;True;True;233844328.0;4.523809523809524;Youtube;;;
Disney;Zero To Hero;Hercules (Original Motion Picture Soundtrack);compilation;474;0.82;-7699;243;493;0.0;0.0978;697;164718;2.3428833333333334;Hercules | Zero to Hero | Lyric Video | Disney Sing Along;Disney;43190273.0;179776.0;0.0;True;True;101142300.0;8.384458077709612;Spotify;;;
Disney;I Won't Say (I'm In Love);Hercules (Original Motion Picture Soundtrack);compilation;684;481;-10305;0.0391;228;0.0;157;0.48;121208;2.3371166666666667;Hercules - I wont say im in love (english) HD Quality;vmville;1548721.0;23313.0;0.0;False;False;193227242.0;3.0636942675159236;Spotify;;;
Disney;A Whole New World - Remastered 2022;Walt Disney Records The Legacy Collection: Aladdin;album;273;227;-15742;0.0351;848;2.31e-06;102;142;129272;2.6717833333333334;A Whole New World (Remastered 2022);Brad Kane - Topic;14170.0;141.0;0.0;True;True;244111564.0;2.2254901960784315;Spotify;;;
Disney;Be Our Guest;Beauty And The Beast (Special Edition);compilation;435;391;-13062;162;814;0.0;0.0885;583;73531;3.748666666666667;Beauty and the Beast - Be Our Guest [High Quality];disneysongsnet;47339991.0;105691.0;0.0;False;False;117809204.0;4.418079096045198;Spotify;;;
Disney;Gotta Go My Own Way;High School Musical 2 (Original Soundtrack);compilation;555;692;-4767;0.0277;0.0864;3.25e-05;232;313;88995;3706;"Zac Efron, Vanessa Hudgens - Gotta Go My Own Way (From ""High School Musical 2"")";DisneyMusicVEVO;31222205.0;322458.0;11634.0;True;True;147021007.0;2.982758620689655;Spotify;;;
Chris Brown;Under The Influence;Indigo (Extended);album;733;0.69;-5529;0.0427;0.0635;1.18e-06;105;0.31;116992;3.0768833333333334;Chris Brown - Under The Influence (Official Video);ChrisBrownVEVO;83793080.0;1357047.0;42849.0;True;True;646937556.0;6.571428571428571;Spotify;;;
Chris Brown;Superhero (Heroes & Villains) [with Future & Chris Brown];HEROES & VILLAINS;album;526;606;-5.3;259;152;2.36e-06;194;492;116622;3.04445;Metro Boomin, Future, Chris Brown - Superhero (Heroes & Villains) (Visualizer);MetroBoominVEVO;2242438.0;55241.0;1505.0;True;True;139674263.0;3.1237113402061856;Spotify;;;
Chris Brown;No Guidance (feat. Drake);Indigo;album;696;454;-6756;153;123;0.0;155;136;92928;4344;Chris Brown - No Guidance (Official Video) ft. Drake;ChrisBrownVEVO;445294846.0;3501617.0;121415.0;True;True;866702211.0;2.9290322580645163;Spotify;;;
Chris Brown;Nost�lgico;Nost�lgico;single;734;846;-3425;0.0489;166;1.74e-06;235;604;98026;3.498066666666667;Rvssian, Rauw Alejandro & Chris Brown � Nost�lgico (Official Video);Rvssian;89848525.0;873194.0;15899.0;False;True;381634599.0;3.6;Spotify;;;
Chris Brown;Go Crazy;Slime & B;album;755;578;-8932;145;316;0.0;0.25;581;94148;2.949333333333333;Chris Brown, Young Thug - Go Crazy (Official Video);ChrisBrownVEVO;161055631.0;1813108.0;56309.0;True;True;581510489.0;2312;Spotify;;;
Chris Brown;Forever;Forever;single;672;0.82;-4456;0.0459;0.0368;0.000188;184;438;120005;4.642883333333334;Chris Brown - Forever (Official HD Video);ChrisBrownVEVO;310110524.0;1069833.0;54530.0;True;True;349456576.0;4.456521739130435;Spotify;;;
Chris Brown;Wet The Bed (feat. Ludacris);F.A.M.E. (Expanded Edition);album;0.58;0.66;-7405;0.0429;0.0166;0.0;174;411;123801;4.43845;Chris Brown - Wet the Bed (Official Audio) ft. Ludacris;ChrisBrownVEVO;62379960.0;432601.0;10064.0;True;True;92083585.0;3.7931034482758625;Spotify;;;
Chris Brown;Under The Influence (Body Language);Under The Influence;single;0.62;0.62;-6322;0.0375;0.0388;0.000213;129;459;144835;2.4791833333333333;Chris Brown - Under The Influence (Official Video);ChrisBrownVEVO;83793080.0;1357047.0;42849.0;True;True;36852704.0;4.8062015503875966;Youtube;;;
Chris Brown;Monalisa;Monalisa;single;828;726;-6389;0.0419;106;0.00101;103;0.67;113017;3.5496;Monalisa (Remix)- Lojay ft Sarz & Chris Brown;O'niel Visuals;7338751.0;63534.0;1202.0;False;False;44683570.0;7.048543689320389;Spotify;;;
Chris Brown;With You;Exclusive (Expanded Edition);album;662;693;-4298;0.0698;134;0.0;145;655;86009;4202;Chris Brown - With You (Official Video);ChrisBrownVEVO;595358298.0;2639677.0;96771.0;True;True;327435679.0;4.779310344827586;Youtube;;;
Tory Lanez;The Color Violet;Alone At Prom;album;645;534;-10.8;0.0479;157;0.0;0.0863;463;105.02;3.77445;Tory Lanez - The Color Violet [Official Music Video];Teo Productions;192177.0;2672.0;38.0;False;False;208337920.0;6.1877172653534185;Spotify;;;
Tory Lanez;Lavender Sunflower;Alone At Prom;album;607;735;-6065;95;253;0.0;0.11;964;88894;2.532783333333333;Tory Lanez - Lavender Sunflower (Music Video);Silky Boi;13642.0;278.0;5.0;False;False;44638153.0;6.681818181818182;Spotify;;;
Tory Lanez;Say It;I Told You;album;546;529;-10511;0.0583;0.0862;6.5e-06;124;247;107331;3.9631166666666666;Tory Lanez - Say It;ToryLanezVEVO;294691541.0;2004619.0;51673.0;True;True;379059402.0;4.266129032258065;Spotify;;;
Tory Lanez;Broke In A Minute;The New Toronto 3;album;929;0.7;-5595;0.0906;144;0.0;349;802;120009;2.2004;Tory Lanez - Broke In A Minute *Directed & Edited by Tory Lanez*;Tory Lanez;30154731.0;518074.0;17267.0;False;True;273237961.0;2.005730659025788;Spotify;;;
Tory Lanez;WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix;WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix];single;904;723;-5224;0.26;0.0631;0.0;185;835;145013;3.7913;Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Video];Jack Harlow;256025742.0;2437220.0;70659.0;True;True;638746688.0;3.908108108108108;Spotify;;;
Tory Lanez;Lady Of Namek;Alone At Prom;album;676;659;-5123;0.0476;194;0.0;283;595;134985;3.233233333333333;Tory Lanez - Lady Of Namek [Official Music Video];Tory Lanez;17773546.0;170898.0;9500.0;True;True;53989958.0;2.3286219081272086;Spotify;;;
Tory Lanez;In For It;In For It;single;383;531;-7814;0.0741;0.0753;0.000102;108;0.0375;105971;4.88845;Tory Lanez - Sorry 4 What ? // LV BELT (Official Video);Tory Lanez;1516174.0;29277.0;1631.0;True;True;76686049.0;4.916666666666667;Spotify;;;
Tory Lanez;The Take (feat. Chris Brown);Chixtape 5;album;464;547;-8137;339;0.0511;0.0;155;423;67003;3.6915333333333336;Tory Lanez - The Take (Feat. Chris Brown) (Official Audio);Tory Lanez;58687130.0;705272.0;7076.0;False;True;256262137.0;3.5290322580645164;Spotify;;;
Tory Lanez;I LIKE;I LIKE;single;744;448;-10426;291;365;0.0;194;279;118027;2.22535;Tory Lanez - I LIKE [Official Music Video] FARGO FRIDAYS;Tory Lanez;1985424.0;53729.0;2503.0;True;True;17960938.0;2.3092783505154637;Spotify;;;
Tory Lanez;And This is Just The Intro;PLAYBOY;album;0.53;517;-9253;399;387;0.0;176;381;137554;5.446883333333333;Tory Lanez - And This Is Just The Intro [Official Music Video];Tory Lanez;9379911.0;92424.0;2748.0;True;True;48972127.0;2.9375000000000004;Spotify;;;
Mariah Carey;All I Want for Christmas Is You;Merry Christmas;album;336;627;-7463;0.0384;164;0.0;0.0708;0.35;150273;4.01845;Mariah Carey - All I Want For Christmas Is You (Official Video);MariahCareyVEVO;753218999.0;3874002.0;249083.0;True;True;1437977604.0;8.85593220338983;Spotify;;;
Mariah Carey;Christmas (Baby Please Come Home);Merry Christmas;album;561;782;-7444;0.0317;22;0.0;109;704;127148;2554;Mariah Carey - Christmas (Baby Please Come Home) (Official Audio);MariahCareyVEVO;17209207.0;57286.0;1925.0;True;True;226569574.0;7.174311926605505;Spotify;;;
Mariah Carey;Fantasy;Daydream;album;669;727;-7588;0.0353;139;0.0;123;807;102322;4.058216666666667;Mariah Carey - Fantasy (Official 4K Video);MariahCareyVEVO;104948400.0;697101.0;27832.0;True;True;257187137.0;5.9105691056910565;Spotify;;;
Mariah Carey;Always Be My Baby;Daydream;album;0.65;531;-8335;0.0364;457;0.0;249;487;78946;4.302216666666666;Mariah Carey - Always Be My Baby (Official Music Video);MariahCareyVEVO;306941658.0;1298739.0;43433.0;True;True;301955185.0;2.132530120481928;Youtube;;;
Mariah Carey;We Belong Together;The Emancipation of Mimi;album;837;462;-7.89;0.0601;0.0339;0.0;0.09;762;139986;3.3566666666666665;Mariah Carey - We Belong Together (Official Music Video);MariahCareyVEVO;557340303.0;2207817.0;78714.0;True;True;431793600.0;5.133333333333334;Youtube;;;
Mariah Carey;I Know What You Want (feat. Flipmode Squad);It Ain't Safe No More. . .;album;648;759;-4315;306;0.0142;0.0;648;518;85996;5.405116666666666;Busta Rhymes, Mariah Carey - I Know What You Want (Official HD Video) ft. Flipmode Squad;BustaRhymesVEVO;295026099.0;2212835.0;32922.0;True;True;227592322.0;1.1712962962962963;Youtube;;;
Mariah Carey;Without You;Music Box;album;576;526;-8524;0.0325;323;2.01e-06;0.0548;147;122.06;3.5611166666666665;Mariah Carey - Without You (Live Video Version);MariahCareyVEVO;379787199.0;1814454.0;64494.0;True;True;194107435.0;9.598540145985401;Youtube;;;
Mariah Carey;Obsessed;Memoirs of an imperfect Angel;album;742;468;-5557;0.0625;0.0465;0.0;826;369;86443;4.036666666666667;Mariah Carey - Obsessed (Official Music Video);MariahCareyVEVO;204281507.0;1613939.0;116298.0;True;True;231493779.0;0.5665859564164649;Spotify;;;
Mariah Carey;Hero;Music Box;album;501;378;-9.37;29;735;0.0;119;178;119987;4.29555;Mariah Carey - Hero (Official HD Video);MariahCareyVEVO;339244228.0;1304247.0;43998.0;True;True;218020440.0;3.1764705882352944;Youtube;;;
Mariah Carey;O Holy Night;Merry Christmas;album;368;505;-7208;0.0285;367;6.63e-06;154;192;173977;4.448883333333334;Mariah Carey - O Holy Night (Official HD Video);MariahCareyVEVO;106246436.0;578830.0;34527.0;True;True;102088157.0;3.2792207792207795;Youtube;;;
A.R. Rahman;Mallipoo;Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack);single;715;654;-7266;336;196;0.000117;0.0667;762;175589;4.089433333333333;Mallipoo Video Song | VTK | HDR | Silambarasan TR | Gautham Vasudev Menon |   @ARRahman | Vels;Think Music India;86199720.0;851792.0;11886.0;True;True;41725242.0;9.805097451274364;Youtube;;;
A.R. Rahman;Enna Sona;OK Jaanu (Original Motion Picture Soundtrack);album;717;416;-9875;0.0303;635;1.43e-06;0.0976;381;100026;3.5605333333333333;@A. R. Rahman - Enna Sona Video|OK Jaanu|Arijit Singh|Shraddha Kapoor|Aditya Roy;SonyMusicIndiaVEVO;77095861.0;622085.0;12320.0;True;True;91092219.0;4.2622950819672125;Spotify;;;
A.R. Rahman;Param Sundari;Mimi (Original Motion Picture Soundtrack);album;815;761;-7162;144;192;0.0;0.0272;0.82;121999;3.3369833333333334;Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh;Sony Music India;435786754.0;4077182.0;159031.0;True;True;78684300.0;27.97794117647059;Youtube;;;
A.R. Rahman;Rait Zara Si;Atrangi Re;album;563;495;-10272;0.0362;781;0.0;0.0837;244;125998;4.8577;Atrangi Re: Rait Zara Si Full Video |@ARRahman|Akshay, Dhanush,Sara,Arijit, Shashaa | Bhushan K;T-Series;82721044.0;794372.0;11692.0;True;True;85746449.0;5.913978494623656;Spotify;;;
A.R. Rahman;Raanjhanaa;Raanjhanaa (Original Motion Picture Soundtrack);album;673;714;-8042;39;111;0.0;0.0858;0.78;112941;4.2442166666666665;A.R. Rahman - Raanjhanaa Best Lyric Video|Sonam Kapoor|Dhanush|Jaswinder|Shiraz;SonyMusicIndiaVEVO;26504186.0;311358.0;3457.0;True;True;52826792.0;8.321678321678322;Spotify;;;
A.R. Rahman;Jashn-E-Bahaaraa;Jodhaa Akbar (Original Motion Picture Soundtrack);album;0.7;343;-10474;0.0308;767;0.0;0.0789;488;137864;5.252883333333333;Jashn-E-Bahaaraa - Jodhaa Akbar|@A. R. Rahman|Hrithik Roshan|Aishwarya Rai|Javed A;SonyMusicIndiaVEVO;17107007.0;322723.0;3748.0;True;True;64456952.0;4.347275031685679;Spotify;;;
A.R. Rahman;"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil";"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]";single;687;637;-9.55;0.13;0.12;0.0;291;0.56;152.0;4.8421;Ponni Nadhi - Full Video | Ponniyin Selvan 1 | Tamil | AR Rahman | Mani Ratnam | Karthi;Tips Tamil;16992074.0;127548.0;2513.0;True;True;33410129.0;2.189003436426117;Spotify;;;
A.R. Rahman;Ennodu Nee Irundhaal;I (Original Motion Picture Soundtrack);album;261;603;-6733;0.0367;558;0.0;184;207;158125;5.878516666666667;I - Ennodu Nee Irundhaal Video | A. R. Rahman | Vikram, Amy Jackson | Shankar;SonyMusicSouthVEVO;65094477.0;417473.0;11032.0;True;True;37409758.0;3.277173913043478;Youtube;;;
A.R. Rahman;Kun Faya Kun;Rockstar;album;362;378;-11008;0.0329;679;0.0;91;575;87549;7.841666666666667;Kun Faya Kun Full Video Song Rockstar | Ranbir Kapoor | A.R. Rahman, Javed Ali, Mohit Chauhan;T-Series;333829289.0;2718990.0;94883.0;True;True;73834235.0;4.153846153846154;Youtube;;;
A.R. Rahman;Tere Bina;Guru (Original Motion Picture Soundtrack);album;744;0.7;-7663;0.0375;278;0.000155;68;867;144033;5.160666666666667;A.R. Rahman - Tere Bina Best Video| Guru|Aishwarya Rai|Abhishek Bachchan|Chinmayi;SonyMusicIndiaVEVO;94808515.0;735586.0;13863.0;True;True;47727856.0;10.294117647058822;Youtube;;;
Die drei ???;Teil 23 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;518;0.93;-6246;858;404;0.0;884;241;63653;3.0001333333333333;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.0520361990950227;Youtube;;;
Die drei ???;Teil 10 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;415;743;-9428;836;181;0.0;339;376;175024;3.0001333333333333;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;2.191740412979351;Youtube;;;
Die drei ???;Teil 1 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;509;744;-7231;899;318;0.0;156;0.54;50977;3.0877166666666667;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;4.769230769230769;Youtube;;;
Die drei ???;Teil 4 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;572;769;-9557;761;269;0.0;609;453;110304;3.0001;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.2627257799671594;Youtube;;;
Die drei ???;Teil 2 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;0.54;0.62;-7805;482;292;0.0;558;0.62;114792;3.000166666666667;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.111111111111111;Youtube;;;
Die drei ???;Teil 3 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;584;482;-10423;865;563;0.0;664;638;103357;3.0001;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;0.7259036144578312;Youtube;;;
Die drei ???;Teil 8 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;0.58;481;-11331;821;218;0.0;342;471;89886;3.0001;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.4064327485380115;Youtube;;;
Die drei ???;Teil 5 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;574;0.55;-11386;909;403;0.0;0.41;677;99695;3.000166666666667;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.3414634146341464;Youtube;;;
Die drei ???;Teil 15 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;464;564;-9479;483;226;4.8e-06;668;307;100.66;3.0011;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;0.8443113772455089;Youtube;;;
Die drei ???;Teil 7 - Das Geheimnis der Geisterinsel;Das Geheimnis der Geisterinsel;album;598;609;-10712;706;181;0.0;477;433;120177;3.000166666666667;Die drei Fragezeichen - Das Geheimnis der Geisterinsel;Serien Sch�tze de;21912.0;256.0;5.0;False;False;0.0;1.2767295597484276;Youtube;;;
Pritam;Kesariya;Brahmastra (Original Motion Picture Soundtrack);album;577;574;-6525;0.0278;572;0.0;0.1;436;94009;4.469416666666667;Kesariya - Brahm?stra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya;Sony Music India;404999375.0;5394887.0;156860.0;True;True;237685270.0;5.739999999999999;Youtube;;;
Pritam;Shayad;Love Aaj Kal (Original Motion Picture Soundtrack);album;483;468;-7642;0.0341;784;0.0;152;319;135875;4.13235;Shayad | Lockdown Version | Pritam | Arijit;Pritam;9928703.0;282832.0;12531.0;False;True;196665486.0;3.078947368421053;Spotify;;;
Pritam;Kabira;Yeh Jawaani Hai Deewani;album;0.59;555;-6861;0.0271;481;0.0;192;191;84027;3.7243333333333335;"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone";T-Series;368043095.0;2156715.0;38383.0;True;True;106694938.0;2.890625;Youtube;;;
Pritam;Tum Se Hi;Jab We Met;album;609;538;-7842;0.0273;328;0.0;125;608;130015;5.35375;Full Video: Tum Se Hi | Jab We Met | Kareena Kapoor, Shahid Kapoor | Mohit Chauhan | Pritam;T-Series;65425800.0;605862.0;12977.0;True;True;105143682.0;4304;Spotify;;;
Pritam;Khairiyat;Chhichhore;album;534;481;-9016;0.0412;697;0.0;142;293;124914;4.671366666666667;Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh;T-Series;878651534.0;6735409.0;247220.0;True;True;141640304.0;3.387323943661972;Youtube;;;
Pritam;Tera Hone Laga Hoon;Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack);album;684;771;-5353;0.0307;548;0.0;112;539;119982;4.997116666666667;Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam;Tips Official;349523411.0;2224745.0;56143.0;True;True;79477830.0;6.883928571428571;Youtube;;;
Pritam;Deva Deva;Brahmastra (Original Motion Picture Soundtrack);album;539;729;-7588;0.0412;627;0.000941;128;435;112074;4.651783333333333;Deva Deva - Brahm?stra | Amitabh B | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit | Amitabh | Jonita;Sony Music India;84218237.0;923122.0;54428.0;True;True;60032339.0;5.6953125;Youtube;;;
Pritam;Raabta;Agent Vinod;album;657;581;-8108;0.0298;699;1.82e-05;116;323;118037;4.059633333333333;Raabta (Kehte Hain Khuda) Agent Vinod Full Song Video | Saif Ali Khan, Kareena Kapoor | Pritam;T-Series;13619357.0;100178.0;2351.0;True;True;74341580.0;5.008620689655172;Spotify;;;
Pritam;Kalank (Title Track);Kalank (Original Motion Picture Soundtrack);album;0.57;0.55;-8343;35;524;3.73e-05;0.0921;435;117999;5.1864333333333335;Kalank Title Track - Full Video | Madhuri Sonakshi Alia Sanjay Aditya Varun | Arijit | Pritam;Zee Music Company;73814491.0;722644.0;15817.0;True;True;114548526.0;5.971769815418024;Spotify;;;
Pritam;Bhool Bhulaiyaa 2 Title Track;Bhool Bhulaiyaa 2;album;857;893;-2.87;0.0422;0.0663;0.0;0.0335;845;108022;3.5277833333333333;Bhool Bhulaiyaa 2 (Title Track) Kartik A, Kiara A, Tabu |Pritam, Tanishk, Neeraj, Anees B, Bhushan K;T-Series;240651292.0;2291965.0;83981.0;True;True;75285958.0;26.656716417910445;Youtube;;;
Shreya Ghoshal;Saibo;Shor in the City (Original Motion Picture Soundtrack);album;619;429;-7867;28;738;1.35e-05;136;545;90058;3.2542166666666668;Saibo Full Video - Shor In The City|Radhika Apte,Tusshar|Shreya Ghoshal,Tochi Raina;SonyMusicIndiaVEVO;66364441.0;632208.0;8408.0;True;True;91740940.0;3.1544117647058822;Spotify;;;
